,name,alcohol_impaired_driving_deaths,high_school_graduation,unemployment,median_household_income,children_in_single_parent_households,social_associations,drug_overdose_deaths,disconnected_youth,homicides,suicides,population,population_density,below_18_years_of_age,X65_and_older,non_hispanic_black,american_indian_or_alaska_native,hispanic,female,excessive_drinking,adult_smoking
799,Bremer County,0.266666667,0.949162679,0.023065423,83797,0.159415121,15.94832742,,,,10.67748541,25259,58.00275435,0.223959777,0.198226375,0.014014807,0.003048418,0.020586722,0.49859456,0.21630074,0.149
800,Buchanan County,0.230769231,0.9125,0.027706922,70498,0.128127369,9.681948008,,0.116738197,,13.14913136,20714,36.27171633,0.253017283,0.187650864,0.007820798,0.002462103,0.018731293,0.495703389,0.227246541,0.17
801,Buena Vista County,0,0.67973913,0.023301135,67552,0.170821791,17.33185692,,,,,20600,35.83237393,0.26368932,0.170436893,0.036165049,0.007330097,0.278640777,0.485970874,0.173017347,0.172
802,Butler County,0.428571429,,0.027892311,67233,0.140470297,23.02539771,,,,,14269,24.595867,0.223211157,0.235825916,0.003924592,0.001822132,0.018992221,0.496811269,0.188129731,0.177
803,Calhoun County,0.555555556,0.93587963,0.025464065,64634,0.215613383,24.20574887,,,,,9725,17.06601186,0.212647815,0.238354756,0.026529563,0.005758355,0.024164524,0.477017995,0.194654637,0.179
804,Carroll County,0.5,0.959471366,0.019663959,73643,0.146820575,15.94819254,,,,18.19489563,20567,36.11709857,0.241017163,0.217289833,0.012155395,0.003306267,0.033111295,0.49846842,0.200275231,0.171
805,Cass County,0.153846154,0.902047782,0.024655548,61204,0.152518979,16.09195402,,,,18.72873723,13104,23.22340404,0.226419414,0.234737485,0.005265568,0.004960318,0.031517094,0.506639194,0.184761406,0.191
806,Cedar County,0.3125,0.897325103,0.026485055,71563,0.1459799,11.40684411,,,,15.1844583,18399,31.75188666,0.210609272,0.214957335,0.008043915,0.002880591,0.026414479,0.49828795,0.206113813,0.167
807,Cerro Gordo County,0.411764706,0.89724359,0.027682585,63279,0.21220732,17.79609423,18.85917695,,4.013391349,23.027387,42409,74.62433305,0.206772147,0.237826876,0.019689217,0.003819944,0.05699262,0.509184371,0.185384395,0.168
808,Cherokee County,0.444444444,0.96622807,0.022705157,65985,0.240711463,14.77875337,,,,23.75819655,11491,19.91830345,0.222173875,0.250369855,0.011052128,0.004438256,0.051779654,0.500304586,0.185926627,0.186
809,Chickasaw County,0.2,0.933333333,0.025083107,74077,0.120486235,19.34886851,,,,15.71053559,11716,23.23110725,0.230283373,0.228917719,0.005974735,0.001621714,0.031153978,0.491720724,0.200338546,0.179
810,Clarke County,0.153846154,0.920132743,0.029141717,65129,0.140160643,7.153806847,,,,40.63766049,9692,22.48142413,0.258460586,0.194593479,0.011762278,0.012381345,0.181077177,0.489888568,0.178441061,0.212
811,Clay County,0.181818182,0.975,0.026794035,68542,0.296306069,13.99026764,,,,27.4159128,16475,29.04425014,0.225493172,0.22707132,0.010561457,0.004248862,0.044248862,0.503004552,0.190912982,0.175
812,Clayton County,0.333333333,0.91407563,0.038233766,64486,0.187034483,22.94387575,,,,20.47197391,17027,21.87261002,0.214306689,0.250484525,0.007811124,0.002642861,0.023609561,0.490691255,0.189263022,0.197
813,Clinton County,0.333333333,0.915652985,0.03468027,61136,0.268693823,13.98962615,19.38485397,0.073504274,,21.39272268,46344,66.68597995,0.227947523,0.206456068,0.030920939,0.00425082,0.036078025,0.504725531,0.203398767,0.186
814,Crawford County,0.090909091,0.922664835,0.040401474,67363,0.326177116,8.028160316,,,,13.51551329,16123,22.57495893,0.247658624,0.183836755,0.031693854,0.018979098,0.306022452,0.482106308,0.170793105,0.191
815,Dallas County,0.304347826,0.969904871,0.01996133,109138,0.115339058,9.1525685,8.497274075,0.069712059,,10.84133797,108016,183.6079416,0.264599689,0.128045845,0.033152496,0.003703155,0.066055029,0.500944305,0.240491063,0.113
816,Davis County,0,0.975,0.024057368,65201,0.094936709,5.471656818,,0.262295082,,,9130,18.18042873,0.29780942,0.186308872,0.001861993,0.005257393,0.019715225,0.490580504,0.196598245,0.197
817,Decatur County,0.153846154,,0.024754788,51749,0.087833828,7.833920877,,,,,7683,14.4449191,0.226864506,0.212026552,0.018742679,0.005987245,0.03423142,0.493817519,0.196200695,0.193
818,Delaware County,0.272727273,0.967105263,0.022987418,74017,0.132790029,14.27755568,,,,18.43349303,17568,30.41111603,0.23064663,0.213285519,0.009335155,0.00170765,0.017418033,0.491632514,0.203199759,0.173
819,Des Moines County,0.416666667,0.815789474,0.041807663,59688,0.315451628,16.62726352,18.07757864,,6.557018742,26.24677281,38293,92.02193909,0.222155485,0.216044708,0.062126237,0.004073852,0.040399029,0.50727287,0.206774885,0.185
820,Dickinson County,0.2,0.928725962,0.027886588,75406,0.169653525,20.16693743,,,,18.99319328,18028,47.3757219,0.188706457,0.284113601,0.006600843,0.00305081,0.029232305,0.501775017,0.201734235,0.155
821,Dubuque County,0.225806452,0.861981132,0.028360137,73492,0.198214447,10.53505946,12.94194177,0.049876135,1.907159477,16.22564934,98677,162.2180417,0.221115356,0.194918775,0.036127973,0.00300982,0.029682702,0.50374454,0.216687718,0.156
822,Emmet County,0.166666667,0.902777778,0.028675283,56834,0.222929936,19.3112327,,,,24.84873051,9176,23.17817969,0.182868352,0.232672188,0.010897995,0.016346992,0.10407585,0.488557106,0.195031456,0.187
823,Fayette County,0.210526316,0.870374449,0.031499856,56599,0.206487533,15.57794164,,,,17.54792069,19294,26.40059847,0.21317508,0.230486162,0.014253136,0.00378356,0.031564217,0.491759096,0.182634386,0.193
824,Floyd County,0.375,0.892835366,0.029211876,64553,0.200113218,14.92246805,,,,17.46584911,15337,30.63903425,0.229836344,0.226380648,0.024972289,0.004238117,0.04238117,0.500880224,0.191859888,0.178
825,Franklin County,0.166666667,0.875,0.025482216,63775,0.149680171,23.11093248,,,,,9916,17.03862204,0.236284792,0.228015329,0.007462687,0.009177088,0.140278338,0.486183945,0.185741608,0.182
826,Fremont County,0.411764706,,0.023961661,69018,0.132924335,6.091061367,,,,,6464,12.64555692,0.219832921,0.246287129,0.008663366,0.004641089,0.032951733,0.495668317,0.184454299,0.181
827,Greene County,0.25,0.945905172,0.020498615,63562,0.187692308,21.79648962,,,,,8741,15.34699272,0.224917058,0.241276742,0.00709301,0.005605766,0.035579453,0.500972429,0.184981269,0.182
828,Grundy County,0.3,0.959554974,0.025058366,79386,0.115093039,21.86766016,,,,15.34522929,12356,24.62063437,0.233004209,0.214551635,0.00623179,0.002266106,0.020475882,0.498705083,0.217301327,0.154
829,Guthrie County,0,0.960286458,0.028178936,72701,0.165006496,18.92684773,,,,21.00168293,10647,18.0273151,0.209542594,0.239785855,0.009110548,0.004884005,0.030055415,0.498544191,0.192964461,0.172
830,Hamilton County,0.166666667,0.932653061,0.027761795,68795,0.160445515,14.77799422,,,,18.79192911,14820,25.69657067,0.229014845,0.215452092,0.009176788,0.006140351,0.070985155,0.495614035,0.198284439,0.163
831,Hancock County,0.571428571,0.927330509,0.022928609,67498,0.176470588,27.19684892,,,,,10685,18.71263476,0.213008891,0.243612541,0.007393542,0.004024333,0.056527843,0.49508657,0.192777507,0.178
832,Hardin County,0.25,0.878266332,0.029542285,59622,0.188443018,24.53914293,,,,,16567,29.10029853,0.183799119,0.240115893,0.015271323,0.006398262,0.048047323,0.494778777,0.192149522,0.179
833,Harrison County,0.125,0.940833333,0.026605377,73457,0.147893636,15.67932374,,,,19.99896349,14658,21.03392111,0.232228135,0.201255287,0.005389548,0.003479329,0.021967526,0.492563788,0.205115874,0.182
834,Henry County,0.15,0.929535865,0.029035639,63702,0.197130087,10.30068181,,,,18.79095415,20196,46.50372603,0.205189146,0.199593979,0.029312735,0.004555358,0.056347792,0.478114478,0.192215509,0.179
835,Howard County,0,0.954285714,0.03110184,66979,0.102532171,16.88119857,,,,,9533,20.14383571,0.251861953,0.206230987,0.00765761,0.004195951,0.020455261,0.495017308,0.195528838,0.183
836,Humboldt County,0.5,0.975,0.024405002,71521,0.203007519,13.49387586,,,,,9572,22.03641742,0.235478479,0.2226285,0.00908901,0.004283326,0.054951943,0.502716256,0.189974558,0.188
837,Ida County,0.428571429,0.965944882,0.022016512,67696,0.195937873,20.12650949,,,,,6888,15.96242772,0.243466899,0.222270616,0.005952381,0.003774681,0.043263647,0.49898374,0.187927976,0.182
838,Iowa County,0.260869565,0.956491713,0.025027865,72948,0.197978751,15.08932883,,,,14.88930177,16475,28.09251808,0.232412747,0.200182094,0.006494689,0.003277694,0.038239757,0.492139606,0.197365868,0.163
839,Jackson County,0.25,0.935731132,0.032014891,64792,0.197850969,10.84262701,,,,14.73134605,19324,30.38165321,0.218795281,0.220709998,0.008590354,0.003881184,0.019043676,0.49353136,0.197948162,0.188
840,Jasper County,0.227272727,0.937626728,0.030031472,69047,0.233613445,16.68255481,13.38126801,,,19.67445684,37938,51.93954096,0.219990511,0.198086351,0.022642206,0.004876377,0.029759081,0.480362697,0.19517908,0.183
841,Jefferson County,0.125,0.86356383,0.024696276,59603,0.206710374,10.8647025,19.12448125,,,19.30004341,15698,36.04392349,0.165435087,0.26818703,0.024206905,0.004522869,0.03796662,0.477704166,0.174540566,0.166
842,Johnson County,0.222222222,0.919001468,0.022608816,74909,0.176492362,8.400754776,7.832421001,0.030547306,1.332196526,11.09909049,156420,255.1724006,0.19027618,0.135187316,0.082943358,0.003669608,0.061111111,0.503068661,0.228080862,0.14
843,Jones County,0.285714286,0.950336323,0.031856883,70671,0.229492872,9.132420091,,,,12.51481344,20848,36.2184403,0.203472755,0.214169225,0.02647736,0.005132387,0.024079048,0.472851113,0.192201076,0.176
844,Keokuk County,0.166666667,,0.03020455,65653,0.140235911,13.11276982,,,,,9904,17.10018049,0.224050889,0.225868336,0.008279483,0.003634895,0.022314217,0.490508885,0.188709223,0.196
845,Kossuth County,0.125,0.925,0.022863299,65510,0.147904941,24.77803015,,,,26.36701285,14475,14.8807836,0.219136442,0.256511226,0.00925734,0.00566494,0.042487047,0.489326425,0.182136913,0.182
846,Lee County,0.44,0.916538462,0.044393929,59017,0.262318227,15.95664609,15.94387755,,,30.8303906,32840,63.45279643,0.211205847,0.221010962,0.028105968,0.00362363,0.038337393,0.495767357,0.185548235,0.19
847,Linn County,0.314285714,0.873609809,0.030530456,74134,0.221511449,10.4831418,17.84933116,0.04040404,4.253698178,18.4015121,229033,319.4277212,0.222435195,0.175158165,0.065938096,0.002794357,0.038182271,0.504315972,0.222395343,0.155
848,Louisa County,0.222222222,0.928448276,0.030854831,70953,0.146655588,14.88510559,,,,,10677,26.57446482,0.214105086,0.203240611,0.013674253,0.008054697,0.165308607,0.488245762,0.199290181,0.181
849,Lucas County,0.375,0.975,0.021427041,60245,0.207653061,12.62916188,,,,,8689,20.17503247,0.231787317,0.222925538,0.004488434,0.005063874,0.030268155,0.48854874,0.188229175,0.206
850,Lyon County,0.333333333,0.96069079,0.018171574,74061,0.097308489,26.64224461,,,,,12179,20.72635458,0.279333279,0.192298218,0.003202233,0.007800312,0.033746613,0.488135315,0.209416877,0.169
851,Madison County,0.272727273,0.962313433,0.031165005,80887,0.141291108,10.73153282,,,,13.50739757,17036,30.3668729,0.247299836,0.177095562,0.005165532,0.003932848,0.025240667,0.500410895,0.214782101,0.151
852,Mahaska County,0.2,0.878414634,0.024334663,68759,0.200152497,15.4657933,,,,15.27531767,21946,38.44436569,0.233846715,0.191561105,0.017406361,0.004875604,0.025836143,0.488608402,0.191733534,0.192
853,Marion County,0.416666667,0.961597938,0.020610015,73451,0.169593642,18.57399641,11.02193365,,,20.29037328,33642,60.67194409,0.230545152,0.195321325,0.009244397,0.002734677,0.023958148,0.495481838,0.214812218,0.157
854,Marshall County,0.46875,0.873928571,0.052535195,69818,0.173300493,12.54610694,8.423393448,,,14.80833832,39879,69.65727188,0.253491813,0.181047669,0.020938339,0.009904963,0.25677675,0.491286141,0.187649379,0.181
855,Mills County,0.625,0.929347826,0.023054352,75835,0.136754587,8.987210508,,,,12.76988141,14553,33.26926433,0.225245654,0.205249777,0.006871435,0.007558579,0.041159898,0.496048925,0.216769524,0.157
856,Mitchell County,0.625,0.964692983,0.02049458,65132,0.202735318,17.05352913,,,,,10532,22.4440252,0.236707178,0.218192176,0.006646411,0.003038359,0.020319028,0.495442461,0.199837055,0.169
857,Monona County,0.315789474,,0.028642309,60237,0.182581322,10.49685095,,,,,8486,12.22639149,0.221069998,0.244520387,0.005774216,0.020386519,0.024275277,0.510016498,0.183275774,0.194
858,Monroe County,0,0.925,0.0281412,66176,0.110371603,13.14060447,,,,,7550,17.40801734,0.230728477,0.202781457,0.00781457,0.002781457,0.024768212,0.5,0.199009452,0.176
859,Montgomery County,0.166666667,0.879651163,0.024590164,58895,0.256797583,14.53206743,,,,,10205,24.06290044,0.223713866,0.222733954,0.007643312,0.006369427,0.043312102,0.506418422,0.191276115,0.199
860,Muscatine County,0.090909091,0.857455969,0.029606195,69096,0.257322775,10.5416042,10.17644388,0.086455331,,18.30005185,42377,96.87499307,0.238761592,0.182953017,0.028010477,0.008377186,0.190551478,0.497652028,0.186087725,0.168
861,O'Brien County,0,0.913687151,0.02147389,67470,0.145117946,27.11380664,,,,15.0068411,14060,24.53602113,0.239687056,0.221194879,0.012162162,0.005263158,0.06458037,0.490398293,0.194180865,0.187
862,Osceola County,0.5,0.875,0.017553483,64993,0.267575323,21.10732262,,,,,6036,15.13970759,0.228793903,0.233929755,0.008614977,0.005964215,0.093936382,0.487077535,0.192871666,0.181
863,Page County,0.333333333,0.930441177,0.024412713,60567,0.193360088,23.68888596,,,,14.65388658,15143,28.30765551,0.173479496,0.24017698,0.026018623,0.007264082,0.038235488,0.46569372,0.19441283,0.198
864,Palo Alto County,0.333333333,0.911330935,0.025165563,65438,0.111163448,19.08825511,,,,,8764,15.54276034,0.228206299,0.23334094,0.013121862,0.006047467,0.036855317,0.496462802,0.195164661,0.167
865,Plymouth County,0.181818182,0.964765101,0.020876687,79431,0.11701793,16.37426901,,,,20.58333261,25681,29.76374033,0.245629064,0.198084187,0.022000701,0.010085277,0.061991356,0.492192672,0.207165288,0.16
866,Pocahontas County,0.3,0.925,0.021311096,61927,0.126751592,22.61803789,,,,,7053,12.21846776,0.228697008,0.244293209,0.010633773,0.007372749,0.052034595,0.500212676,0.179541166,0.193
867,Polk County,0.270588235,0.874307109,0.026865135,77369,0.234685231,12.07622513,24.2356979,0.069001109,4.127266016,15.4402684,501089,875.4182862,0.239272864,0.141976775,0.07576698,0.003759811,0.093783739,0.501603508,0.214276759,0.154
868,Pottawattamie County,0.166666667,0.898644366,0.027501926,68712,0.265332592,10.9320072,13.22193555,0.040670307,3.82257152,19.93825142,93173,97.94603329,0.2274264,0.18903545,0.018792998,0.008994022,0.092118962,0.502828073,0.205779883,0.176
869,Poweshiek County,0.142857143,0.934615385,0.027393282,69566,0.12697118,15.60314215,,,,11.13304829,18467,31.57168263,0.19413007,0.216548438,0.015324633,0.004061299,0.038663562,0.507337413,0.193206736,0.171
870,Ringgold County,0.25,,0.022717711,60061,0.218165628,17.24509593,,,,,4670,8.720861207,0.233618844,0.229122056,0.007708779,0.002997859,0.031049251,0.499785867,0.178473655,0.191
871,Sac County,0.1,,0.024150943,72499,0.18715342,19.48318294,,,,,9673,16.82196442,0.223612116,0.242323995,0.004858886,0.002274372,0.042799545,0.500982115,0.190593596,0.175
872,Scott County,0.149253731,0.854709743,0.03194059,68576,0.239669219,10.44956077,16.5280044,0.065827787,4.625343081,16.67239469,173924,379.6670357,0.229818771,0.177077344,0.078683793,0.003679768,0.074998275,0.504685955,0.200468433,0.166
873,Shelby County,0.333333333,0.962171053,0.022369639,71628,0.12631579,16.14273577,,,,15.2095051,11645,19.71126335,0.224645771,0.237526836,0.008158008,0.00661228,0.035465865,0.503134392,0.198595168,0.172
874,Sioux County,0.230769231,0.907402235,0.018655059,75994,0.068295218,25.07452707,,,,10.53232245,36050,46.94551829,0.266463246,0.169237171,0.00557559,0.007517337,0.120055479,0.496782247,0.200732424,0.139
875,Story County,0.136363636,0.968803571,0.020139738,68720,0.143320817,11.96316551,7.122845339,,1.462963613,14.95378623,99673,174.0878832,0.158989897,0.134891094,0.029225568,0.002939613,0.040913788,0.475866082,0.239717564,0.142
876,Tama County,0.466666667,0.93091716,0.032799307,66295,0.235921608,13.04322049,,0.141011841,,23.88311727,16903,23.44346305,0.237886766,0.205111519,0.009288292,0.084304561,0.124593268,0.48973555,0.185979368,0.19
877,Taylor County,0.4,,0.019595449,56021,0.130532633,13.63326517,,,,,5858,11.01331478,0.235233868,0.222942984,0.003926255,0.004438375,0.098839194,0.482758621,0.196810878,0.176
878,Union County,0,0.96867284,0.027366021,55812,0.207094232,11.64919288,,,,,11887,28.05886263,0.221586607,0.215108943,0.014217212,0.007655422,0.033145453,0.504753092,0.186782892,0.185
879,Van Buren County,0.4,,0.028032345,64550,0.082926829,6.903216899,,,,,7256,14.96724178,0.234288864,0.232772878,0.002342889,0.002067255,0.018054024,0.490628445,0.184910177,0.212
880,Wapello County,0.095238095,0.887517647,0.032421599,61555,0.299052938,10.21102791,19.96007984,0.094160968,4.478572068,27.89737893,35043,81.14764299,0.235396513,0.187911994,0.037411181,0.011129184,0.123448335,0.495077476,0.183069201,0.207
881,Warren County,0.318181818,0.961930295,0.024268718,90943,0.151418578,10.48649863,15.27368535,,,16.70016235,54327,95.36768568,0.242347268,0.168792681,0.010473614,0.003239641,0.036777293,0.501831502,0.220574252,0.143
882,Washington County,0.181818182,0.920784314,0.025880356,70539,0.14133574,18.22951403,,,,19.1255362,22571,39.6798118,0.24527048,0.203668424,0.010145762,0.003588676,0.075938151,0.499003146,0.187206137,0.164
883,Wayne County,0.428571429,,0.025466893,58000,0.178359096,12.292563,,,,,6467,12.30710915,0.262254523,0.226843977,0.004484305,0.002628731,0.019483532,0.495283748,0.182548573,0.201
884,Webster County,0.28125,0.842014925,0.029703493,67110,0.219984408,11.84483269,19.2687067,,6.648234112,18.550596,36626,51.1747584,0.213345711,0.196417845,0.045650631,0.006088571,0.062605799,0.475536504,0.20674366,0.189
885,Winnebago County,0.2,0.92972561,0.026759168,66776,0.23255814,13.13813814,,,,,10617,26.51008611,0.217481398,0.222850146,0.015070171,0.004144297,0.058302722,0.495996986,0.196667313,0.17
886,Winneshiek County,0.333333333,0.962060302,0.031239153,72032,0.150644468,19.10315705,,,,,19974,28.95438866,0.183688795,0.232552318,0.00876139,0.002453189,0.026434365,0.495594273,0.196674088,0.151
887,Woodbury County,0.295454546,0.882696924,0.027353035,66830,0.258786417,13.06731561,11.22327258,0.053025478,3.599208728,18.08928655,105671,121.0579131,0.25540593,0.158321583,0.051641415,0.032279433,0.191500033,0.496985928,0.20699369,0.188
888,Worth County,0.142857143,,0.026805659,71329,0.114006515,18.95734597,,,,,7319,18.29185554,0.207951906,0.226806941,0.008607733,0.004098921,0.035114087,0.489957645,0.197812523,0.167
889,Wright County,0.333333333,0.929166667,0.025652633,67291,0.280112924,27.37583105,,,,,12681,21.84827213,0.247614541,0.235943538,0.009147544,0.007412665,0.148016718,0.489235865,0.177153133,0.18
890,Allen County,0.111111111,0.895756458,0.028833967,50995,0.305725603,11.23234917,,,,20.92244141,12579,25.1430465,0.223467684,0.212894507,0.019953891,0.011129661,0.042690198,0.504014628,0.175917849,0.202
891,Anderson County,0.333333333,0.857954546,0.022727273,59683,0.234252993,8.999742865,,,,,7776,13.41519375,0.248199589,0.210390947,0.007973251,0.009130658,0.028935185,0.491640947,0.18339317,0.21
892,Atchison County,0.105263158,0.830427632,0.034909412,59085,0.222130014,11.08442638,,,,22.11769547,16108,37.35843357,0.217655823,0.186118699,0.043953315,0.008008443,0.03451701,0.5104296,0.192265932,0.19
893,Barber County,0.111111111,,0.020650264,59845,0.144490645,29.19708029,,,,,4122,3.634680231,0.23556526,0.251576904,0.009461427,0.014556041,0.056283358,0.492479379,0.164855467,0.195
894,Barton County,0,0.906573209,0.026269702,56711,0.289291598,19.8286802,14.3503842,,,23.65342012,25080,28.01429675,0.239553429,0.210127592,0.012519936,0.013157895,0.167424242,0.503389155,0.174635059,0.194
895,Bourbon County,0.181818182,0.970520231,0.034741036,44954,0.182232958,13.96355512,,,,15.89928204,14493,22.80706155,0.259849583,0.198716622,0.029945491,0.01235079,0.033809425,0.501621472,0.159512147,0.2
896,Brown County,0.28,,0.023580271,56391,0.15895125,23.26811211,,,,,9364,16.40299445,0.254698847,0.218069201,0.017086715,0.092268261,0.059803503,0.501281504,0.173847416,0.199
897,Butler County,0.302325581,0.901279448,0.027772691,80214,0.141901096,11.04744509,16.84903267,0.051308103,2.344411031,24.68362356,68240,47.72976547,0.244783118,0.1639068,0.022728605,0.011034584,0.058572685,0.488657679,0.169414157,0.158
898,Chase County,0.384615385,,0.021551724,58580,0.198181818,0,,,,,2548,3.296021256,0.193877551,0.242543171,0.021585557,0.009419152,0.07299843,0.467425432,0.166943642,0.181
899,Chautauqua County,0,,0.027952481,49457,0.139922978,17.6730486,,,,,3415,5.345283587,0.219912152,0.254758419,0.014641288,0.053879941,0.050366032,0.48169839,0.155566432,0.229
900,Cherokee County,0.190476191,0.884060403,0.026211922,54965,0.174603175,12.02300052,20.42553192,,,22.80846423,19088,32.48651892,0.228258592,0.2002829,0.009063286,0.046207041,0.035152976,0.500785834,0.158454994,0.207
901,Cheyenne County,0,,0.023828435,56500,0.237924866,37.97949108,,,,,2583,2.532627077,0.217189315,0.265582656,0.006968641,0.008130081,0.077429346,0.486643438,0.159495741,0.198
902,Clark County,0,,0.01981982,58914,0.183266932,30.34901366,,,,,1933,1.983300876,0.247801345,0.211588205,0.005690636,0.013967926,0.133471288,0.506466632,0.17552787,0.166
903,Clay County,0.111111111,0.925,0.026175214,59021,0.182920401,28.47591928,,,,,8043,12.4640069,0.231505657,0.23971155,0.011811513,0.007832898,0.037796842,0.497948527,0.177575354,0.177
904,Cloud County,0.333333333,0.9015625,0.026878914,52483,0.186448823,31.36200717,,,,,8946,12.50591047,0.235971384,0.209255533,0.012072435,0.007712944,0.041694612,0.492957747,0.177715791,0.195
905,Coffey County,0.125,0.9294,0.034628602,69100,0.253567508,11.99328376,,,,,8280,13.20817058,0.214251208,0.226811594,0.00821256,0.013164251,0.039492754,0.503864734,0.170690367,0.18
906,Comanche County,0.2,,0.021864212,53657,0.266990291,41.91616767,,,,,1681,2.132443719,0.227840571,0.258179655,0.004164188,0.014277216,0.087447948,0.508625818,0.175162856,0.162
907,Cowley County,0.103448276,0.811757426,0.029554853,56416,0.286364755,15.65398887,10.57366964,0.069075938,4.062530469,22.69597195,34453,30.60481077,0.234406293,0.187124488,0.027980147,0.023307114,0.122021304,0.497373233,0.182433529,0.206
908,Crawford County,0.32,0.857954048,0.029075859,51835,0.281439218,11.76169778,12.0008915,,,22.58843763,39078,66.25964291,0.219074671,0.158887354,0.020420697,0.012666974,0.068017811,0.498797277,0.190519748,0.213
909,Decatur County,0,,0.028813559,51152,0.149046794,18.17520902,,,,,2689,3.009454687,0.200446263,0.298252138,0.011156564,0.011900335,0.048716995,0.490516921,0.155446104,0.181
910,Dickinson County,0.25,0.890611354,0.027870938,63136,0.143942993,20.04442278,,,,23.31962397,18430,21.75741003,0.226478568,0.211123169,0.011720022,0.011394466,0.057460662,0.495930548,0.188732009,0.173
911,Doniphan County,0.5,,0.025806452,64608,0.150788211,12.04658011,,,,,7440,18.90825624,0.208467742,0.206182796,0.030510753,0.01438172,0.032930108,0.492069893,0.174957763,0.202
912,Douglas County,0.326923077,0.851728302,0.025793022,67482,0.16939269,10.38847884,15.37819372,0.038316187,2.370022065,14.44809239,119964,263.2141109,0.173018572,0.139416825,0.043954853,0.026666333,0.069120736,0.501133673,0.219217905,0.14
913,Edwards County,0.571428571,,0.022988506,55777,0.202808112,10.59322034,,,,,2739,4.404284323,0.223074115,0.220153341,0.013873677,0.026652063,0.227820372,0.488864549,0.160590488,0.187
914,Elk County,0,,0.02725724,47094,0.161579892,20.48340844,,,,,2441,3.78881803,0.230233511,0.275706678,0.002458009,0.021712413,0.045882835,0.497746825,0.149708521,0.222
915,Ellis County,0.266666667,0.884188312,0.019786285,61675,0.186772398,10.42028482,,,,19.42845414,28941,32.15979849,0.201167893,0.16505995,0.013406586,0.004388238,0.069520749,0.494246916,0.197380043,0.165
916,Ellsworth County,0.045454546,,0.023193916,63636,0.097835498,20.51767677,,,,,6355,8.880968311,0.171990559,0.232100708,0.059166011,0.009441385,0.063257278,0.424704957,0.192176236,0.19
917,Finney County,0.12,0.868361204,0.020748914,69966,0.293036751,8.659826279,18.1010218,0.099309816,4.650694116,21.86948423,37650,28.91710785,0.296095618,0.120318725,0.039628154,0.012669323,0.52313413,0.485152722,0.184035591,0.179
918,Ford County,0.129032258,0.909285714,0.020839169,67714,0.208613196,7.318715419,,,,18.83764105,33848,30.81935789,0.294374852,0.119209407,0.023428268,0.019617112,0.579738832,0.478019381,0.171632994,0.173
919,Franklin County,0.189189189,0.892476489,0.024408284,67263,0.155500414,11.15985531,12.94783318,,,10.2500005,25992,45.458694,0.226877501,0.182787011,0.013542629,0.010580179,0.048399508,0.495652509,0.181955603,0.189
920,Geary County,0.2,0.85,0.037594647,60026,0.269196587,6.678911338,16.02853079,0.071555293,5.860511455,32.51505658,35691,92.78786846,0.317278866,0.091899919,0.160348547,0.013841024,0.169174302,0.474377294,0.19009757,0.193
921,Gove County,0.272727273,,0.021167883,64037,0.096100279,29.03811252,,,,,2717,2.535305077,0.25027604,0.237394185,0.005520795,0.001840265,0.039013618,0.49687155,0.169575609,0.177
922,Graham County,0,,0.023509656,53233,0.194,29.16666667,,,,,2411,2.683280978,0.209871423,0.274989631,0.033596018,0.010369141,0.046038988,0.498963086,0.15718719,0.194
923,Grant County,0.181818182,0.825,0.029078014,66022,0.077529566,17.74986346,,,,,7197,12.5207019,0.295400862,0.149645686,0.005557871,0.029039878,0.509239961,0.487981103,0.198193125,0.158
924,Gray County,0.125,,0.019657578,77761,0.163865546,30.12048193,,,,,5729,6.593641514,0.286437424,0.160411939,0.008727527,0.008029325,0.187292721,0.484726828,0.187281329,0.17
925,Greeley County,0.666666667,,0.01511335,72300,0.174731183,30.67484663,,,,,1223,1.571162935,0.275551922,0.187244481,0.00572363,0.009811938,0.205233034,0.497138185,0.168439055,0.165
926,Greenwood County,0.15,,0.024124256,52145,0.218167702,18.52163664,,,,,5939,5.194594143,0.215692878,0.265869675,0.008924061,0.017342987,0.043441657,0.49099175,0.163269064,0.196
927,Hamilton County,0.166666667,,0.016584767,63442,0.07460733,20.12882448,,,,,2430,2.438501637,0.269547325,0.157613169,0.008641975,0.029218107,0.379423868,0.467078189,0.179297121,0.179
928,Harper County,0.083333333,,0.021200144,52893,0.220501475,24.38566873,,,,39.02552293,5323,6.64317004,0.253428518,0.225624648,0.008453879,0.017659215,0.074957731,0.489573549,0.171372888,0.217
929,Harvey County,0.1875,0.907433628,0.025292056,73854,0.170719603,17.151137,12.67835025,,6.216920801,13.61553454,33801,62.62276056,0.233839236,0.207715748,0.016508387,0.010502648,0.128221059,0.499807698,0.159960902,0.16
930,Haskell County,0.111111111,,0.019248396,69971,0.09,19.08396947,,,,,3576,6.191982275,0.255872483,0.178691275,0.003355705,0.018176734,0.322147651,0.500559284,0.171587244,0.194
931,Hodgeman County,0.333333333,,0.020428016,67478,0.12195122,17.54385965,,,,,1755,2.040716571,0.240455841,0.220512821,0.020512821,0.006267806,0.094586895,0.480911681,0.169975119,0.161
932,Jackson County,0.263157895,0.901923077,0.023469668,70445,0.186493185,9.04909132,25.25061233,,,17.1201935,13286,20.24627852,0.247252747,0.199984947,0.010010537,0.087987355,0.057353605,0.492774349,0.172011363,0.187
